"customer_id","customer_name","email","signup_date","country"
"860","Lisa Hall","kaylaramirez@example.com","2025-11-30","Australia"
"861","Catherine Ortiz","michellecoleman@example.net","2023-10-29","USA"
"862","Brooke Bowman","blakegeorge@example.net","2024-11-28","Australia"
"863","Mary Lee","zacharybrown@example.org","2025-12-01","UK"
"864","Tiffany Sanchez","george32@example.org","2023-07-17","Canada"
"865","Mary Johnson","reeseethan@example.com","2024-10-17","USA"
"866","William Johns","marcus20@example.com","2025-07-05","Australia"
"867","Taylor Clark","martinezdavid@example.net","2025-11-14","Australia"
"868","Kimberly Simmons","millerwilliam@example.com","2026-02-03","Australia"
"869","Michelle Bell","fordwilliam@example.org","2026-02-15","Canada"
"870","Mary Lara","stacey43@example.com","2024-12-29","Canada"
"871","Chad Gray","hjones@example.com","2024-12-16","Australia"
"872","James Hays","bcarlson@example.org","2024-07-03","USA"
"873","Keith Long","jennifer19@example.net","2024-08-29","Germany"
"874","Michael Torres","bradunderwood@example.com","2025-05-05","Germany"
"875","Ronald Moore","jonathan86@example.org","2025-02-18","Germany"
"876","Katelyn Gonzalez","brennanpreston@example.org","2023-12-13","USA"
"877","Allison Estes","ocooper@example.org","2025-05-04","USA"
"878","Cesar Wright","silvabrian@example.net","2024-07-14","Canada"
"879","James Williams","scottpaul@example.com","2024-11-18","Germany"
"880","Matthew Lawson","erikasullivan@example.com","2025-05-18","USA"
"881","Joshua Curtis","ismith@example.net","2025-11-24","UK"
"882","Barbara Hill","zhanson@example.com","2025-11-02","Germany"
"883","Michael Johnson","rubencombs@example.com","2024-09-08","USA"
"884","Mrs. Deborah Levy","hayessamuel@example.org","2024-10-25","Canada"
"885","Steven Nichols","saundersdanielle@example.org","2024-11-25","Germany"
"886","Rebecca Moody","nkramer@example.net","2024-09-18","USA"
"887","Megan Torres","carneydiane@example.org","2023-10-12","Canada"
"888","Allison Williams","oreyes@example.com","2025-11-14","UK"
"889","Angela Owen","rebekah17@example.net","2025-04-27","Germany"
"890","Jennifer Valencia","icole@example.net","2023-06-06","Canada"
"891","Raven Weaver","fowlervanessa@example.org","2024-05-10","Australia"
"892","Anne Bradley","justin93@example.org","2026-02-14","Australia"
"893","Krystal Peterson","dgarner@example.org","2023-09-17","UK"
"894","Rachel Thomas","qcardenas@example.net","2023-10-09","Australia"
"895","Andrea Rowe","sjackson@example.org","2023-10-28","USA"
"896","Gary Miranda","cindytrevino@example.com","2025-03-24","Germany"
"897","Anthony Lee","carrie27@example.com","2024-08-22","Canada"
"898","Kathryn Griffin","whiteandrea@example.org","2024-10-25","Canada"
"899","Laura Young","pattersonkarl@example.com","2023-05-02","Germany"
"900","Carrie Haley DDS","medinamichelle@example.net","2025-08-24","UK"
"901","Patrick Perez","michaelcombs@example.net","2024-03-07","USA"
"902","Robert Chavez","michael03@example.org","2024-02-24","USA"
"903","Diamond Rogers","paulmiller@example.org","2025-07-04","UK"
"904","Deborah Brown","patriciahebert@example.net","2025-07-19","Australia"
"905","Susan Thomas","","2026-01-19","USA"
"906","Wendy Mcgee","stephanie09@example.net","2025-09-19","UK"
"907","Tara Erickson","petersonsherri@example.net","2026-03-05","Germany"
"908","Douglas Little","caseyhernandez@example.org","2023-11-22","Canada"
"909","Michael Fields","gallegosmike@example.org","2025-09-03","UK"
"910","Donald Moore","abigailmendoza@example.org","2025-10-01","Australia"
"911","Judith Dean","nicholas36@example.org","2025-02-13","USA"
"912","Shannon Sanders","","2025-07-21","Germany"
"913","Cheryl Lee","","2023-11-19","Canada"
"914","Kevin Burke","smithdavid@example.net","2026-01-26","Unknown"
"915","Jessica Peters","amandareed@example.org","2024-07-31","Canada"
"916","Richard Burns","catherine79@example.org","2025-05-30","UK"
"917","Elizabeth Fuller","evansjames@example.net","2026-01-01","USA"
"918","Natalie Ballard","lauraknight@example.org","2024-02-29","Canada"
"919","Brent Williams","pamelaprice@example.org","2025-01-25","Canada"
"920","Ashley Morgan","lopezjoseph@example.net","2024-09-04","USA"
"921","James Vazquez","","2024-11-16","Canada"
"922","Cindy Wood","erichardson@example.org","2023-09-11","Germany"
"923","Holly Clay","","2023-10-09","USA"
"924","Mary Martin","woodkarina@example.org","2023-05-16","Canada"
"925","Jamie Miller","kglover@example.org","2025-06-20","USA"
"926","John Sherman","icollins@example.com","2024-07-10","UK"
"927","Ronnie Flores","jessicareynolds@example.com","2023-04-09","Germany"
"928","Lacey Cook","jeremybarnett@example.com","2026-03-04","Canada"
"929","John Wall","smithstephen@example.net","2023-08-05","USA"
"930","Veronica Murphy","ucompton@example.net","2026-02-07","Unknown"
"931","Victor Woodard","zrobertson@example.com","2024-08-09","Canada"
"932","Daniel Martinez","elizabethbush@example.com","2024-01-19","Germany"
"933","James Harvey","gonzalesdaniel@example.net","2025-01-26","Canada"
"934","Nancy Thomas","nicoleedwards@example.org","2024-03-01","USA"
"935","Jose Young","brooke50@example.org","2024-11-10","Germany"
"936","Kevin Jones","qsanchez@example.org","2025-01-22","UK"
"937","Joshua Moore","keaton@example.org","2026-01-01","Australia"
"938","Erika Leach","steven45@example.org","2025-01-17","USA"
"939","Mr. Jeremiah Webb","david23@example.net","2024-11-23","UK"
"940","Ryan Lewis","dmiles@example.net","2025-09-17","Canada"
"941","Nathan Howell","jordanbrittany@example.com","2023-10-07","USA"
"942","Ruth Morgan","coryboyer@example.org","2024-01-04","Canada"
"943","Henry Clay","harrisonjason@example.net","2024-12-16","Germany"
"944","Juan Dunn","mileswilliam@example.org","2023-12-02","USA"
"945","Bryan Hill","amy05@example.org","2025-06-10","Canada"
"946","Ryan Nguyen","cjoyce@example.net","2024-04-20","Germany"
"947","Nicole Baker","rachel72@example.net","2023-12-07","Germany"
"948","Mary Nelson","morganwilson@example.org","2026-01-21","USA"
"949","Joel Richardson","priceemily@example.net","2025-01-26","Unknown"
"950","Jessica Rose","mhernandez@example.net","2023-09-14","Germany"
"951","Danielle Garner","mary33@example.org","2023-10-05","Australia"
"952","John Garcia","christopherfleming@example.net","2024-04-12","Germany"
"953","William Bailey","jeffrey72@example.org","2024-09-10","Australia"
"954","Susan Hamilton","iriggs@example.net","2026-01-30","USA"
"955","David Nielsen","qblevins@example.net","2025-09-15","Canada"
"956","Donna Mcmillan","rebeccaanderson@example.org","2024-10-04","USA"
"957","Lisa Chang","owenmatthew@example.com","2025-06-27","Canada"
"958","Natalie Cooper","kevin31@example.net","2024-07-15","Germany"
"959","David Cruz","carrie91@example.net","2023-07-10","USA"
"960","Vincent Salas","ldaugherty@example.org","2023-04-14","Canada"
"961","Teresa May","janice37@example.com","2025-06-07","USA"
"962","Jonathan Black","vhoward@example.net","2025-05-28","Australia"
"963","Angela Edwards","sydney43@example.com","2024-01-27","UK"
"964","Seth Pugh","wsimon@example.com","2023-06-24","UK"
"965","Laura Cantrell","wmyers@example.com","2025-05-18","USA"
"966","Nicholas Ward","harrisrobert@example.net","2026-03-18","Australia"
"967","William Nguyen","david00@example.net","2024-12-03","Australia"
"968","Monica Kline","dianagibson@example.com","2026-01-16","Australia"
"969","Collin Brown","mcmahonshelley@example.net","2024-07-30","Australia"
"970","Joel Scott","jessicalittle@example.com","2023-05-21","USA"
"971","Nicole Paul","bclark@example.org","2026-01-19","USA"
"972","Jesse Mcbride","kylefranklin@example.net","2024-05-07","USA"
"973","Stephanie Liu","qhughes@example.org","2025-04-28","Unknown"
"974","John Coffey","","2025-07-08","Canada"
"975","Christopher Estes","john51@example.net","2026-02-28","USA"
"976","Angela Keller","daniel51@example.net","2026-01-26","Germany"
"977","Carol Clark","khunter@example.net","2024-05-07","UK"
"978","Lauren Evans","kevin89@example.net","2023-05-04","UK"
"979","Tracy Morales","jhull@example.com","2024-10-03","USA"
"980","Alexander Rivers","parksstephen@example.net","2026-01-02","USA"
"981","Dana Nguyen","tonycoleman@example.net","2024-08-24","Germany"
"982","Nicholas Daniels","melissacruz@example.org","2023-04-01","UK"
"983","Donna Osborn","kathysanchez@example.net","2025-04-26","USA"
"984","Heather Peterson","kwatts@example.org","2023-06-30","UK"
"985","Teresa Cole","fpeters@example.org","2025-10-01","UK"
"986","Christopher Dickerson","bentleysean@example.org","2025-07-14","Canada"
"987","Katelyn Shaw","john82@example.org","2024-10-03","Canada"
"988","Michelle Reyes","tuckerkristine@example.org","2023-09-24","USA"
"989","Ann Bautista","beltranmatthew@example.org","2024-06-12","USA"
"990","Samantha Navarro","ywilkerson@example.com","2025-03-06","Unknown"
"991","Edward Murray","murraymiguel@example.com","2025-09-22","UK"
"992","Gary Jennings","rhodesjimmy@example.org","2025-12-06","Canada"
"993","Barbara Reid","watsontodd@example.net","2024-04-30","Canada"
"994","Sherry Gonzalez","crystalsharp@example.org","2025-12-20","Canada"
"995","Kimberly Shepard","daniel15@example.net","2025-10-01","UK"
"996","Derrick Miller","samuel55@example.org","2023-11-25","Australia"
"997","Cory Frye","ryanjennifer@example.net","2024-11-03","Germany"
"998","Angela Cole","msmith@example.org","2025-05-15","Germany"
"999","Lindsey Mitchell","lharris@example.com","2025-05-01","UK"
"1000","Courtney Robinson","ajohnson@example.net","2023-04-20","Germany"
